Date and Time Downloaded : 03/15/2020 12:18:17 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000029746","29746","TUMANA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PHASE 2 AREA 2"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF NAVOTAS","137503000","NORTH BAY BAY BOULEVARD SOUTH KAUNLARAN","137503009","1485"," "," "," "," "," "," ","PANGILINAN","ELMER","E.","Rural Health Physician","","",""
"DOH000000000030973","30973","METRO NORTH MEDICAL CENTER AND HOSPITAL INC.","","","","Hospital","Private","","","1001 MINDANAO AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BAHAY TORO","137404012","","+63 024268000","","","","","","MANUEL","RONALDO","","Chief of Hospital","With License","Level 2","80"
"DOH000000000032017","32017","UNIHEALTH PARAÑAQUE HOSPITAL AND MEDICAL CENTER, INC.","","","","Hospital","Private","","","DR. A. SANTOS AVENUE, VALLEY 1","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","SAN ANTONIO","137604012","1715","+63 028320627","","+63 028320627","balmesclaire17@yahoo.com","","","SAMOY","MARIETTA","T.","Medical Director","With License","Level 2","100"
"DOH000000000032015","32015","PROVIDENCE HOSPITAL, INC.","","","","Hospital","Private","","","1515 WEST TRIANGLE, QUEZON AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","WEST TRIANGLE","137404133","1104","+63 025586999","","+63 025586999","admin@providencehospital.com.ph","","","BANTAYAN","RAFAEL","P.","Hospital Director","With License","Level 2","75"
"DOH000000000032019","32019","ALLIED CARE EXPERTS (ACE) MEDICAL CENTER VALENZUELA","ALLIED CARED EXPERTS MEDICAL CENTER-VALENZUELA","","","Hospital","Private","","","548 MA ARTHUR HIGHWAY","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","MALANDAY","137504016","1208","+63 023660000","","+63 023320531","","","","CRUZ","MAITA","C.","Chief of Hospital","With License","Level 2","99"
"DOH000000000032020","32020","VALENZUELA CITICARE MEDICAL CENTER TIMOG HILAGA PROVIDENCE GROUP, INC.","VALENZUELA CITICARE MEDICAL CENTER","","","Hospital","Private","","","KM 14 MACARTHUR HIGHWAY","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","MALINTA","137504017","1440","+63 028609300","","+63 028609355","adminoffice@citicare.com.ph","medrecords@citicare.com.ph","","SANTIAGO","ROEL","ACUÑA","Hospital Director","With License","Level 2","40"
"DOH000000000032082","32082","THE PREMIER MEDICAL CENTER","","","","Hospital","Private","","","LOT 2, AMVEL BUSINESS PARK, DR. A. SANTOS AVENUE, SUCAT ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","SAN DIONISIO","137604004","","+63 028652200","","","","","","SUAVERDEZ","RONALD","","Chief of Hospital","With License","Level 2","50"
"DOH000000000032083","32083","TRICITY MEDICAL CENTER, INC.","","","","Hospital","Private","","","269 C. RAYMUNDO AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","MAYBUNGA","137403012","","+63 026629677","","","","","","SINGH","NINGTHOUKHONGIAM","","Medical Director","With License","Level 2","100"
"DOH000000000032084","32084","RLCT MOTHER AND CHILD HOSPITAL","","","","Hospital","Private","","","16 TANDANG SORA AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","SANGANDAAN","137404137","","+63 029387782","","","","","","NARIO","MARY GRACE","S.","Chief of Hospital","With License","Level 1","20"
"DOH000000000032103","32103","HEALTHDEV INTEGRATIVE CLINICS, INC.","","","","General Clinic Laboratory","Private","","","ATENEO DE MANILA UNIVERSITY","CCS BUILDING, ROOM 103","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","LOYOLA HEIGHTS","137404055","1108","+63 024265110","","","Healthdev_clinics@yahoo.com.ph","","","CABANES","LEONORA","B.","Other","With License","",""
"DOH000000000033171","33171","C.M. VALENCIA BIRTHING HOMES","","","","Birthing Home","Private","","","PHASE 2 BLOCK 13 LOT 3, BAGONG SILANG","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","","+63 022254960","","","","","","VALENCIA","CARMELITA","M.","","With License","",""
"DOH000000000033172","33172","DALAGAN-CIUDADANO MIDWIFE CLINIC","","","","Birthing Home","Private","","","LOT 5 BLOCK 9, QUIRINO HIGHWAY, MOUNTAIN HEIGHTS","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","","+63 024755652","","","","","","CIUDADANO","MARIA DELIA","","","With License","",""
"DOH000000000033173","33173","HEREIGNS LYING IN CLINIC","","","","Birthing Home","Private","","","BLOCK 12 LOT 43 MANGGAHAN, MALARIA","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","","+63 022948932","","","","","","CUELLO","NERISSA","G.","Other","With License","",""
"DOH000000000033174","33174","JOHN GLEE LYING IN CLINIC","","","","Birthing Home","Private","","","PHASE 4, BLOCK 17,LOT 3, BAGONG SILANG","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","","+63 022630930","","","","","","NATIVIDAD-WHIPS","GLENDA","","Other","With License","",""
"DOH000000000033175","33175","RYLA AND MICAH LYING IN CLINIC","","","","Birthing Home","Private","","","504 STREET, JOSEPH AVENUE, BARRACKS II, TALA","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","","","","","","","","ACOSTA","ELMA","A.","Other","With License","",""
"DOH000000000033176","33176","CARLOS LYING IN CLINIC","","","","Birthing Home","Private","","","PHASE 9, BLOCK 96, LOT 1, BAGONG SILANG","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","","+63 024234273","","","","","","CARLOS","ELOJANE","B.","","With License","",""
"DOH000000000033177","33177","BAZARTE WELL-FAMILY MIDWIFE CLINIC","","","","Birthing Home","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 178","137501178","","+63 023455723","","","","","","BAZARTE","PHOEBE","B.","Other","With License","",""
"DOH000000000033178","33178","DOTAROT LYING IN CLINIC","","","","Birthing Home","Private","","","7480 SAMPAGUITA STREET, MALIGAYA PARK SUBDIVISION","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","","+63 024170363","","","","","","DOTAROT","EXPEDITA","B.","Other","With License","",""
"DOH000000000033179","33179","LRB MEDICAL AND MATERNITY CLINIC","","","","Birthing Home","Private","","","8 CAPTAIN SAMANO STREET CORNER LIBIS, AREA A","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 175","137501175","","+63 029784321","","","","","","RAGUAL","LUCILA","T.","Other","With License","",""
"DOH000000000033180","33180","SACRED ANGEL MATERNITY HOSPITAL","","","","Birthing Home","Private","","","BLOCK 44 LOT 27 PHASE 1 BAGONG SILANG DISTRICT 1","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 176","137501176","","+63 022635005","","","","","","CAMPUSPOS","PILAR","P.","","With License","",""
"DOH000000000033181","33181","EMPAY MIDWIFERY CLINIC","","","","Birthing Home","Private","","","788 COCONUT DRIVE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","","","","+63 028804740","","","","","","EMPAY","PURIZA","M.","","With License","",""
"DOH000000000033182","33182","LAS PIÑAS CITY LYING-IN CENTER","LAS PINAS CITY LYING CLINIC","","","Birthing Home","Government","Local Government Unit","","BALIKATAN STREET CORNER J. AGUILAR AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","B. F. INTERNATIONAL VILLAGE","137601011","","+63 028295572","","","LPCLICLPCHO@YAHOO.COM","","","JAVIER","JULIO","PARAISO","Other","With License","",""
"DOH000000000033183","33183","MAGTALAS BIRTHING HOME","","","","Birthing Home","Private","","","103 PANGHULO ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF MALABON","137502000","PANGHULO","137502014","","+63 024461227","","","","","","MAGTALAS","THERESA","R.","Other","With License","",""
"DOH000000000033184","33184","MATERNAL AND CHILDS CARE CLINIC","","","","Birthing Home","Private","","","LOT 40 BLOCK 3, HITO STREET, PHASE 2, AREA 3, KAUNLARAN VILLAGE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF MALABON","137502000","","","","+63 025145339","","","","","","VERGARA","NENITA","P.","Other","With License","",""
"DOH000000000033185","33185","MANALO-MENDOZA MATERNITY CLINIC","","","","Birthing Home","Private","","","38 LAKANDULA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","","","","+63 029336720","","","","","","MENDOZA","EVELYN","M.","Other","With License","",""
"DOH000000000033186","33186","A. MABINI MATERNITY AND MEDICAL CLINIC","","","","Birthing Home","Private","","","37 A. MABINI STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","SAN ROQUE","137402008","","+63 026454586","","","","","","DE GUZMAN","GLORIA","A.","Other","With License","","3"
"DOH000000000033187","33187","ST. PHILOMENA MATERNITY CENTER AND LYING IN CLINIC","","","","Birthing Home","Private","","","1985 FARMERS AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","TUMANA","137402016","","","","","","","","PAGULAYAN","RUTH AIDA","B.","Other","With License","",""
"DOH000000000033188","33188","ROQUE BIRTHING CENTER","","","","Birthing Home","Private","","","GATE 1 BLOCK 3 LOT 1 SAMPAGUITA STREET, DON JUAN BAYVIEW SUBDIVISION","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","SUCAT","137603007","","+63 024231904","","","","","","RAMILO","REGINA","R.","Other","With License","",""
"DOH000000000033189","33189","FAJARITO MATERNITY CLINIC","","","","Birthing Home","Private","","","507 GOV. A PASCUAL STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF NAVOTAS","137503000","DAANGHARI","137503005","","","","","","","","FAJARITO","ROSALINDA","V.","Other","With License","",""
"DOH000000000033190","33190","HAPPY MOMS BIRTHING HOME","","","","Birthing Home","Private","","","BLOCK 5 LOT 30 CARVILLE HOMES","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF NAVOTAS","137503000","TANZA 1","137503014","","","","","","","","BALLESTEROS","EMILY","M.","Other","With License","",""
"DOH000000000033191","33191","RITCHIE R. OBLEPIAS LYING IN CLINIC","","","","Birthing Home","Private","","","BLOCK 16 LOT 4 BARILES STREET, PHASE 1B","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF NAVOTAS","137503000","NORTH BAY BAY BOULEVARD SOUTH KAUNLARAN","137503009","","+63 026689700","","","","","","OBLEPIAS","RITCHIE","R.","Other","With License","",""
"DOH000000000033192","33192","JAHOVAH RAAH MATERNITY CLINIC","","","","Birthing Home","Private","","","17 A-CRUZ STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF NAVOTAS","137503000","TANGOS SOUTH","137503013","","","","","","","","DE GUZMAN","NADEL","B.","Other","With License","",""
"DOH000000000033193","33193","PAUL JESUS MIDWIFE CLINIC","","","","Birthing Home","Private","","","LOT 1 BLOCK 3 SANTOS COMPOUND","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","SAN ISIDRO","137604013","","+63 022393934","","","","","","VIDAL","CRISTINA","B.","Other","With License","",""
"DOH000000000033194","33194","STAR CARE MIDWIFE CLINIC","","","","Birthing Home","Private","","","61 SILANGAN MASVILLE AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","B. F. HOMES","137604007","","+63 026241711","","","","","","HERNANDEZ","ESTRELLA","B.","Other","With License","",""
"DOH000000000033195","33195","JMA MATERNITY AND LYING IN CLINIC","","","","Birthing Home","Private","","","PHASE 09-07 6TH 3RD STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PASAY CITY","137605000","BARANGAY 183","137605183","","","","","","","","ARCELLANA","JOSE","A.","Other","With License","",""
"DOH000000000033196","33196","SHIRLY M. FORMENTOS LYING IN CLINIC","","","","Birthing Home","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PASAY CITY","137605000","BARANGAY 175","137605175","","","","","","","","FORMENTOS","SHIRLY","M.","Other","With License","",""
"DOH000000000033197","33197","GOD GIFT LYING IN SERVICES","","","","Birthing Home","Private","","","BLOCK 2 LOT 24 PROMISELAND, CENTENNIAL II, NAGPAYONG","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","","","","","","","","","","BANATAO","REYNA","M.","","With License","",""
"DOH000000000033198","33198","GERTRUDES LUDERICO WELL FAMILY MIDWIFE CLINIC","","","","Birthing Home","Private","","","147 7TH STREET, CORNER COUNTRYSIDE AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","SANTA LUCIA","137403030","","+63 026564461","","","","","","LUDERICO","GERTRUDES","C.","Other","With License","",""
"DOH000000000033199","33199","CANIOGAN LYING IN COMPANY","","","","Birthing Home","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","CANIOGAN","137403005","","+63 025314007","","","","","","DAYTA","DELIA","F.","Other","With License","",""
"DOH000000000033200","33200","DR. JEANETTE A. CATAPANG-COMBATE OB-GYNE CLINIC AND LYING IN","","","","Birthing Home","Private","","","320 URBANO VELASCO AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","PINAGBUHATAN","137403015","","+63 025462726","","","","","","COMBATE","JEANETTE","C.","Other","With License","",""
"DOH000000000033201","33201","FIGUEROA BIRTHING HOME","","","","Birthing Home","Private","","","34 GENERAL TIRONA STREET, BAGONG BARRIO","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","","+63 023666756","","","","","","FIGUEROA","EDUARDO","S.","Other","With License","",""
"DOH000000000033202","33202","LIZA-AGUILAR-RACUYA LYING IN CLINIC","","","","Birthing Home","Private","","","CENTENNIAL II, NOAH ROAD, NAGPAYONG","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","PINAGBUHATAN","137403015","","+63 024702861","","","","","","AGUILAR-RACUYA","LIZA","","Other","With License","",""
"DOH000000000033203","33203","MANGGAHAN SUPER HEALTH CENTER","","","","Birthing Home","Private","","","EASTBANK ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","MANGGAHAN","137403011","","+63 026431111","","","","","","","","","","With License","",""
"DOH000000000033204","33204","MY CHOICE CLINIC","","","","Birthing Home","Private","","","49 EVANGELISTA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","SANTOLAN","137403027","","","","","","","","NUCUM","FLORDELIZA","G.","Other","With License","",""
"DOH000000000033205","33205","NAGPAYONG SUPER HEALTH CENTER","","","","Birthing Home","Government","","","NAGPAYONG","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","PINAGBUHATAN","137403015","","+63 026431111","","","","","","","","","","With License","",""
"DOH000000000033206","33206","NITA'S LYING IN CLINIC","","","","Birthing Home","Private","","","121 PAG-ASA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","CANIOGAN","137403005","","+63 026619189","","","","","","REYES","JUANITA","I.","Other","With License","",""
"DOH000000000033207","33207","ODETTE LYING IN CLINIC","","","","Birthing Home","Private","","","3 WILLAREY VILLAGE, ROAD 2","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","PINAGBUHATAN","137403015","","+63 026420893","","","","","","ALCANTARA","LOURDES","S.","Other","With License","",""
"DOH000000000033208","33208","PASIG CITY MATERNITY CLINIC AND FAMILY WELLNESS CENTER","","","","Birthing Home","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","SAN NICOLAS (POB.)","137403023","","+63 027982572","","","","","","","","","","With License","",""
"DOH000000000033209","33209","SANTOLAN SUPER HEALTH CENTER","","","","Birthing Home","Government","Local Government Unit","","ILAYA COMPOUND, EVANGELISTA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","SANTOLAN","137403027","","+63 026431111","","","","","","","","","","With License","",""
"DOH000000000033210","33210","ST. PIO-ST. ANSELMO BIRTHING CLINIC","","","","Birthing Home","Private","","","1628 AMPALAYA STREET, NAPICO","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","MANGGAHAN","137403011","","+63 029494765","","","","","","SOLIS","RHEA LYN","Y.","Other","With License","",""
"DOH000000000033211","33211","STA. FELICIDAD MULTI-SPECIALTY CLINIC AND MATERNITY LYING IN","","","","Birthing Home","Private","","","1054 BERNAL STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","ROSARIO","137403017","","+63 025420077","","","","","","COMBATE","JEANETTE","C.","Other","With License","",""
"DOH000000000033212","33212","THE RIGHT CHOICE BIRTHING HOME CLINIC","","","","Birthing Home","Private","","","22 EAST BANK ROAD, BLISS","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","SANTA LUCIA","137403030","","","","","","","","ROA","CHARLITA","A.","Other","With License","",""
"DOH000000000033213","33213","3M'S 24 HRS. LYING IN CLINIC","","","","Birthing Home","Private","","","262 W-7 DAKILA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BATASAN HILLS","137404139","","","","","","","","MARTINEZ","LORLY SUGANOB","B.","Other","With License","","1"
"DOH000000000033214","33214","ANALYN CHEANG MATERNITY CLINIC","","","","Birthing Home","Private","","","150 KATUPARAN STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","COMMONWEALTH","137404022","","+63 025730349","","","","","","CHEANG","ANALYN","S.","Other","With License","",""
"DOH000000000033215","33215","ANGELIC MATERNITY AND CHILD CARE CENTER","","","","Birthing Home","Private","","","9 SALALILLA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","MILAGROSA","137404067","","+63 029139720","","","","","","ESTRELLA","MARGARITA ANGELA","R.","Other","With License","",""
"DOH000000000033216","33216","ANGELYN BIRTHING HOMES","","","","Birthing Home","Private","","","237 QUIRINO HIGHWAY","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BAESA","137404005","","+63 029560054","","","","","","NAGUIT","GENALYN FE","L.","Other","With License","",""
"DOH000000000033217","33217","DON ENRIQUE BIRTHING HOME","","","","Birthing Home","Private","","","20 SOUTH STREET, DON ENRIQUE SUBDIVISION, NAGKAISANG NAYON","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","NOVALICHES PROPER","137404070","","+63 028758998","","","","","","DUGAY","EVELYN","F.","Other","With License","",""
"DOH000000000033218","33218","FREEDOM MIDWIFE CLINIC AND LYING IN","","","","Birthing Home","Private","","","189 MABIYAYA STREET, FREEDOM PARK 2","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BATASAN HILLS","137404139","","","","","","","","LIMOSO","MARIA SHIRLEY","D.","Other","With License","",""
"DOH000000000033219","33219","ILANG-ILANG PAYATAS MIDWIFE CLINIC","","","","Birthing Home","Private","","","89 ILANG-ILANG STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","PAYATAS","137404138","","+63 024282285","","","","","","CAAYOHAN","MILA","D.","Other","With License","",""
"DOH000000000033220","33220","J.M.S. MATERNITY CLINIC","","","","Birthing Home","Private","","","23 AMBROSIA STREET, T.S. CRUZ SUBDIVISION, NOVALICHES","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","SAN AGUSTIN","137404095","","","","","","","","GILBUENA","ELZIVER","G.","Other","With License","",""
"DOH000000000033221","33221","JMC LYING IN CLINIC","","","","Birthing Home","Private","","","LOT 23 BLOCK 5 PHASE 1 BARTHOLOMEW STREET, P. PUTIK","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","NOVALICHES PROPER","137404070","","+63 024196713","","","","","","CASTILLO","JULIE","M.","Other","With License","",""
"DOH000000000033222","33222","LHR LYING IN CLINIC","","","","Birthing Home","Private","","","160 FERNANDO COMPOUND, SAUYO","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","NOVALICHES PROPER","137404070","","+63 029757911","","","","","","RUAL","LIZA","H.","Other","With License","",""
"DOH000000000033223","33223","LINDA'S LYING IN CLINIC","","","","Birthing Home","Private","","","48 KASOY STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","COMMONWEALTH","137404022","","+63 029522413","","","","","","DOMETITA","ERLINDA","G.","Other","With License","",""
"DOH000000000033224","33224","MADLANGSAKAY MEDICAL AND LYING IN CLINIC","","","","Birthing Home","Private","","","530 QUIRINO HIGHWAY","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","TALIPAPA","137404119","","+63 029354933","","","","","","MADLANGSAKAY","MARILYN","P.","Other","With License","",""
"DOH000000000033225","33225","MARANATHA BIRTHING HOME","","","","Birthing Home","Private","","","52 MASAYA STREET, NOVALICHES","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","GULOD","137404043","","+63 022754716","","","","","","DEL ROSARIO","ANITA","B.","Other","With License","",""
"DOH000000000033226","33226","MARY AND CHRIST MATERNITY AND LYING IN CLINIC","","","","Birthing Home","Private","","","BLOCK 5 LOT 10 SOLIVEN STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","COMMONWEALTH","137404022","","+63 024270480","","","","","","ZIPAGAN","MARIETTA","P.","Other","With License","",""
"DOH000000000033227","33227","MC NARON MIDWIFE CLINIC","","","","Birthing Home","Private","","","39 SANTA MARIA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","HOLY SPIRIT","137404140","","+63 024316646","","","","","","NARON","MARISOL","C.","Other","With License","",""
"DOH000000000033228","33228","MECCA LYING IN CLINIC","","","","Birthing Home","Private","","","006 CONSTITUTIONAL ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BATASAN HILLS","137404139","","+63 024285686","","","","","","SUGANOB","MARY LIE","B.","Other","With License","",""
"DOH000000000033229","33229","MEDINET LYING IN CLINIC","","","","Birthing Home","Private","","","BLOCK 1 LOT 16 SAMPAGUITA STREET, MALIGAYA PARK SUBDIVISION","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","NOVALICHES PROPER","137404070","","+63 025653630","","","","","","REYES","LETY","BADANA","Other","With License","",""
"DOH000000000033230","33230","MVL MIDWIFE CLINIC","","","","Birthing Home","Private","","","BLOCK 4 LOT 4 MOLAVE STREET, PUROK 10, UNIT 5","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","COMMONWEALTH","137404022","","+63 023527933","","","","","","LABARO","MELANIE","V.","Other","With License","",""
